1;arms_factory;69.00;9.70;2653.00;2.23;0
1;arms_factory;51.00;10.80;2749.00;0.23;0
1;arms_factory;108.00;9.70;2813.00;4.44;0
1;arms_factory;100.00;10.78;2697.00;1.11;0
1;arms_factory;87.00;10.03;2664.00;2.97;0
1;arms_factory;131.00;11.43;2721.00;0.54;0
1;industrial_complex;48.00;9.70;2659.00;4.40;0
1;industrial_complex;70.00;9.70;2688.00;2.83;0
1;industrial_complex;30.00;9.70;2793.00;0.20;0
1;industrial_complex;126.00;11.15;2737.00;2.56;0
1;industrial_complex;120.00;9.70;2783.00;3.76;0
1;industrial_complex;68.00;9.70;2623.00;5.91;0
1;air_base;147.00;9.93;2790.00;4.89;0
1;supply_node;18.00;9.82;2777.00;4.18;0
1;supply_node;76.00;10.03;2769.00;4.71;0
1;supply_node;64.00;9.70;2650.00;3.41;0
1;supply_node;31.00;9.85;2737.00;1.01;0
1;supply_node;48.00;10.18;2775.00;0.89;0
1;supply_node;120.00;10.65;2747.00;5.78;0
1;supply_node;141.00;10.75;2732.00;4.89;0
1;supply_node;47.00;9.70;2662.00;6.18;0
1;supply_node;4.00;9.73;2787.00;4.84;0
1;supply_node;146.00;9.80;2767.00;0.53;0
1;supply_node;65.00;10.25;2733.00;0.68;0
1;supply_node;68.00;9.70;2686.00;4.18;0
1;supply_node;38.00;9.70;2679.00;5.06;0
1;supply_node;137.00;9.98;2786.00;5.40;0
1;supply_node;99.00;10.82;2740.00;3.10;0
1;supply_node;55.00;9.70;2640.00;2.24;0
1;supply_node;107.00;10.00;2765.00;5.58;0
1;supply_node;89.00;10.40;2757.00;5.13;0
1;supply_node;55.00;9.70;2707.00;3.03;0
1;supply_node;61.00;9.70;2804.00;4.15;0
1;supply_node;88.00;11.00;2719.00;6.08;0
1;supply_node;41.00;9.80;2807.00;3.17;0
1;supply_node;112.00;11.18;2711.00;2.31;0
1;supply_node;51.00;10.70;2745.00;4.80;0
1;supply_node;9.00;9.70;2765.00;3.27;0
1;supply_node;39.00;9.70;2695.00;3.69;0
1;supply_node;46.00;9.70;2725.00;5.18;0
1;supply_node;100.00;9.80;2663.00;0.76;0
1;supply_node;21.00;9.70;2698.00;3.72;0
1;supply_node;30.00;9.85;2759.00;5.38;0
1;supply_node;110.00;9.70;2807.00;0.14;0
1;supply_node;83.00;10.10;2675.00;5.11;0
1;supply_node;153.00;9.88;2792.00;0.42;0
1;supply_node;126.00;9.70;2804.00;3.05;0
1;supply_node;186.00;9.70;2805.00;2.96;0
1;supply_node;14.00;9.70;2726.00;0.09;0
1;supply_node;168.00;9.82;2802.00;4.36;0
1;supply_node;66.00;10.82;2754.00;1.35;0
1;supply_node;112.00;9.70;2786.00;0.02;0
1;supply_node;91.00;9.70;2797.00;0.48;0
1;supply_node;83.00;10.45;2695.00;5.90;0
1;supply_node;76.00;9.70;2810.00;3.45;0
1;supply_node;90.00;9.70;2782.00;2.44;0
1;supply_node;28.00;9.70;2720.00;3.01;0
1;supply_node;105.00;11.10;2686.00;0.72;0
1;supply_node;141.00;9.70;2808.00;0.03;0
1;supply_node;157.00;9.78;2810.00;5.70;0
1;supply_node;201.00;9.70;2809.00;2.07;0
1;supply_node;26.00;9.70;2809.00;1.94;0
1;supply_node;18.00;9.70;2795.00;0.48;0
1;supply_node;76.00;9.70;2794.00;2.61;0
1;supply_node;48.00;9.70;2793.00;5.38;0
1;supply_node;31.00;9.70;2789.00;4.50;0
1;supply_node;176.00;10.20;2786.00;5.53;0
1;supply_node;63.00;10.00;2783.00;3.30;0
1;supply_node;161.00;9.70;2775.00;2.90;0
1;supply_node;124.00;9.90;2773.00;2.69;0
1;supply_node;46.00;10.55;2761.00;5.15;0
1;supply_node;131.00;10.20;2758.00;2.95;0
1;supply_node;145.00;9.95;2750.00;5.55;0
1;supply_node;18.00;9.70;2746.00;1.53;0
1;supply_node;80.00;10.70;2741.00;3.93;0
1;supply_node;113.00;11.28;2731.00;5.63;0
1;supply_node;127.00;11.45;2722.00;1.13;0
1;supply_node;70.00;10.25;2715.00;4.17;0
1;supply_node;98.00;11.12;2705.00;2.57;0
1;supply_node;52.00;9.70;2687.00;2.76;0
1;supply_node;60.00;9.70;2670.00;2.10;0
1;supply_node;80.00;9.80;2658.00;1.88;0
1;supply_node;67.00;9.70;2627.00;4.65;0
1;bunker;48.00;9.70;2720.00;1.24;0
1;bunker;96.00;10.05;2670.00;5.48;0
1;bunker;48.00;9.70;2680.00;4.07;0
1;bunker;43.00;10.55;2749.00;5.09;0
1;bunker;58.00;9.70;2703.00;3.07;0
1;bunker;117.00;11.30;2714.00;2.58;0
1;bunker;124.00;9.90;2777.00;5.71;0
1;bunker;85.00;9.85;2653.00;1.61;0
1;bunker;105.00;9.70;2811.00;5.42;0
1;bunker;57.00;9.70;2792.00;0.53;0
1;bunker;18.00;9.70;2753.00;2.81;0
1;bunker;38.00;10.03;2775.00;2.86;0
1;bunker;131.00;9.75;2791.00;5.62;0
1;bunker;186.00;9.70;2801.00;3.71;0
1;bunker;87.00;10.05;2668.00;0.97;0
1;bunker;134.00;10.07;2751.00;5.64;0
1;bunker;14.00;9.70;2796.00;5.68;0
1;bunker;136.00;10.93;2728.00;0.89;0
1;bunker;64.00;9.78;2671.00;5.43;0
1;bunker;64.00;10.40;2771.00;0.68;0
1;bunker;38.00;9.70;2690.00;2.92;0
1;bunker;130.00;11.50;2718.00;2.71;0
1;bunker;37.00;10.20;2744.00;4.77;0
1;bunker;77.00;10.70;2736.00;5.21;0
1;bunker;82.00;9.70;2802.00;0.85;0
1;bunker;168.00;9.70;2813.00;5.81;0
1;bunker;58.00;10.70;2765.00;0.51;0
1;bunker;33.00;9.70;2803.00;2.73;0
1;bunker;61.00;10.93;2755.00;3.91;0
1;bunker;39.00;9.70;2673.00;4.70;0
1;bunker;103.00;11.12;2725.00;2.59;0
1;bunker;80.00;10.78;2723.00;5.72;0
1;bunker;43.00;9.70;2669.00;0.05;0
1;bunker;130.00;10.62;2746.00;2.24;0
1;bunker;93.00;10.90;2739.00;6.27;0
1;bunker;140.00;9.90;2756.00;0.85;0
1;bunker;26.00;9.80;2780.00;0.20;0
1;bunker;123.00;9.70;2812.00;5.38;0
1;bunker;93.00;10.50;2756.00;4.44;0
1;bunker;107.00;10.12;2759.00;1.19;0
1;bunker;143.00;9.88;2770.00;1.87;0
1;bunker;62.00;9.70;2634.00;1.43;0
1;bunker;170.00;10.05;2782.00;1.69;0
1;bunker;112.00;11.30;2680.00;2.85;0
1;bunker;12.00;9.70;2732.00;3.66;0
1;bunker;164.00;9.80;2804.00;2.97;0
1;bunker;75.00;10.10;2698.00;2.94;0
1;bunker;140.00;9.70;2811.00;2.48;0
